"city_id","city","country_id","last_update","country_id-2","country","last_update-2"
34,"Ashdod",48,"2006-02-15 09:45:25",48,"Israel","2006-02-15 09:44:00"
35,"Ashgabat",98,"2006-02-15 09:45:25",98,"Turkmenistan","2006-02-15 09:44:00"
36,"Ashqelon",48,"2006-02-15 09:45:25",48,"Israel","2006-02-15 09:44:00"
37,"Asuncin",73,"2006-02-15 09:45:25",73,"Paraguay","2006-02-15 09:44:00"
38,"Athenai",39,"2006-02-15 09:45:25",39,"Greece","2006-02-15 09:44:00"
39,"Atinsk",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
40,"Atlixco",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
41,"Augusta-Richmond County",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
42,"Aurora",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
43,"Avellaneda",6,"2006-02-15 09:45:25",6,"Argentina","2006-02-15 09:44:00"
44,"Bag",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
45,"Baha Blanca",6,"2006-02-15 09:45:25",6,"Argentina","2006-02-15 09:44:00"
46,"Baicheng",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
47,"Baiyin",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
48,"Baku",10,"2006-02-15 09:45:25",10,"Azerbaijan","2006-02-15 09:44:00"
49,"Balaiha",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
50,"Balikesir",97,"2006-02-15 09:45:25",97,"Turkey","2006-02-15 09:44:00"
51,"Balurghat",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
52,"Bamenda",19,"2006-02-15 09:45:25",19,"Cameroon","2006-02-15 09:44:00"
53,"Bandar Seri Begawan",16,"2006-02-15 09:45:25",16,"Brunei","2006-02-15 09:44:00"
54,"Banjul",37,"2006-02-15 09:45:25",37,"Gambia","2006-02-15 09:44:00"
55,"Barcelona",104,"2006-02-15 09:45:25",104,"Venezuela","2006-02-15 09:44:00"
56,"Basel",91,"2006-02-15 09:45:25",91,"Switzerland","2006-02-15 09:44:00"
57,"Bat Yam",48,"2006-02-15 09:45:25",48,"Israel","2006-02-15 09:44:00"
58,"Batman",97,"2006-02-15 09:45:25",97,"Turkey","2006-02-15 09:44:00"
59,"Batna",2,"2006-02-15 09:45:25",2,"Algeria","2006-02-15 09:44:00"
60,"Battambang",18,"2006-02-15 09:45:25",18,"Cambodia","2006-02-15 09:44:00"
61,"Baybay",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
62,"Bayugan",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
63,"Bchar",2,"2006-02-15 09:45:25",2,"Algeria","2006-02-15 09:44:00"
64,"Beira",63,"2006-02-15 09:45:25",63,"Mozambique","2006-02-15 09:44:00"
65,"Bellevue",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
66,"Belm",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
67,"Benguela",4,"2006-02-15 09:45:25",4,"Angola","2006-02-15 09:44:00"
68,"Beni-Mellal",62,"2006-02-15 09:45:25",62,"Morocco","2006-02-15 09:44:00"
69,"Benin City",69,"2006-02-15 09:45:25",69,"Nigeria","2006-02-15 09:44:00"
70,"Bergamo",49,"2006-02-15 09:45:25",49,"Italy","2006-02-15 09:44:00"
71,"Berhampore (Baharampur)",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
72,"Bern",91,"2006-02-15 09:45:25",91,"Switzerland","2006-02-15 09:44:00"
73,"Bhavnagar",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
74,"Bhilwara",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
75,"Bhimavaram",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
76,"Bhopal",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
77,"Bhusawal",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
78,"Bijapur",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
79,"Bilbays",29,"2006-02-15 09:45:25",29,"Egypt","2006-02-15 09:44:00"
80,"Binzhou",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
81,"Birgunj",66,"2006-02-15 09:45:25",66,"Nepal","2006-02-15 09:44:00"
82,"Bislig",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
83,"Blumenau",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
84,"Boa Vista",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
85,"Boksburg",85,"2006-02-15 09:45:25",85,"South Africa","2006-02-15 09:44:00"
86,"Botosani",78,"2006-02-15 09:45:25",78,"Romania","2006-02-15 09:44:00"
87,"Botshabelo",85,"2006-02-15 09:45:25",85,"South Africa","2006-02-15 09:44:00"
88,"Bradford",102,"2006-02-15 09:45:25",102,"United Kingdom","2006-02-15 09:44:00"
89,"Braslia",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
90,"Bratislava",84,"2006-02-15 09:45:25",84,"Slovakia","2006-02-15 09:44:00"
91,"Brescia",49,"2006-02-15 09:45:25",49,"Italy","2006-02-15 09:44:00"
92,"Brest",34,"2006-02-15 09:45:25",34,"France","2006-02-15 09:44:00"
93,"Brindisi",49,"2006-02-15 09:45:25",49,"Italy","2006-02-15 09:44:00"
94,"Brockton",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
95,"Bucuresti",78,"2006-02-15 09:45:25",78,"Romania","2006-02-15 09:44:00"
96,"Buenaventura",24,"2006-02-15 09:45:25",24,"Colombia","2006-02-15 09:44:00"
97,"Bydgoszcz",76,"2006-02-15 09:45:25",76,"Poland","2006-02-15 09:44:00"
98,"Cabuyao",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
99,"Callao",74,"2006-02-15 09:45:25",74,"Peru","2006-02-15 09:44:00"
100,"Cam Ranh",105,"2006-02-15 09:45:25",105,"Vietnam","2006-02-15 09:44:00"
101,"Cape Coral",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
102,"Caracas",104,"2006-02-15 09:45:25",104,"Venezuela","2006-02-15 09:44:00"
103,"Carmen",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
104,"Cavite",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
105,"Cayenne",35,"2006-02-15 09:45:25",35,"French Guiana","2006-02-15 09:44:00"
106,"Celaya",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
107,"Chandrapur",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
108,"Changhwa",92,"2006-02-15 09:45:25",92,"Taiwan","2006-02-15 09:44:00"
109,"Changzhou",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
110,"Chapra",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
111,"Charlotte Amalie",106,"2006-02-15 09:45:25",106,"Virgin Islands, U.S.","2006-02-15 09:44:00"
112,"Chatsworth",85,"2006-02-15 09:45:25",85,"South Africa","2006-02-15 09:44:00"
113,"Cheju",86,"2006-02-15 09:45:25",86,"South Korea","2006-02-15 09:44:00"
114,"Chiayi",92,"2006-02-15 09:45:25",92,"Taiwan","2006-02-15 09:44:00"
115,"Chisinau",61,"2006-02-15 09:45:25",61,"Moldova","2006-02-15 09:44:00"
116,"Chungho",92,"2006-02-15 09:45:25",92,"Taiwan","2006-02-15 09:44:00"
117,"Cianjur",45,"2006-02-15 09:45:25",45,"Indonesia","2006-02-15 09:44:00"
118,"Ciomas",45,"2006-02-15 09:45:25",45,"Indonesia","2006-02-15 09:44:00"
119,"Ciparay",45,"2006-02-15 09:45:25",45,"Indonesia","2006-02-15 09:44:00"
120,"Citrus Heights",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
121,"Citt del Vaticano",41,"2006-02-15 09:45:25",41,"Holy See (Vatican City State)","2006-02-15 09:44:00"
122,"Ciudad del Este",73,"2006-02-15 09:45:25",73,"Paraguay","2006-02-15 09:44:00"
123,"Clarksville",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
124,"Coacalco de Berriozbal",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
125,"Coatzacoalcos",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
126,"Compton",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
127,"Coquimbo",22,"2006-02-15 09:45:25",22,"Chile","2006-02-15 09:44:00"
128,"Crdoba",6,"2006-02-15 09:45:25",6,"Argentina","2006-02-15 09:44:00"
129,"Cuauhtmoc",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
130,"Cuautla",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
131,"Cuernavaca",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
132,"Cuman",104,"2006-02-15 09:45:25",104,"Venezuela","2006-02-15 09:44:00"
133,"Czestochowa",76,"2006-02-15 09:45:25",76,"Poland","2006-02-15 09:44:00"
134,"Dadu",72,"2006-02-15 09:45:25",72,"Pakistan","2006-02-15 09:44:00"
135,"Dallas",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
136,"Datong",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
137,"Daugavpils",54,"2006-02-15 09:45:25",54,"Latvia","2006-02-15 09:44:00"
138,"Davao",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
139,"Daxian",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
140,"Dayton",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
141,"Deba Habe",69,"2006-02-15 09:45:25",69,"Nigeria","2006-02-15 09:44:00"
142,"Denizli",97,"2006-02-15 09:45:25",97,"Turkey","2006-02-15 09:44:00"
143,"Dhaka",12,"2006-02-15 09:45:25",12,"Bangladesh","2006-02-15 09:44:00"
144,"Dhule (Dhulia)",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
145,"Dongying",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
146,"Donostia-San Sebastin",87,"2006-02-15 09:45:25",87,"Spain","2006-02-15 09:44:00"
147,"Dos Quebradas",24,"2006-02-15 09:45:25",24,"Colombia","2006-02-15 09:44:00"
148,"Duisburg",38,"2006-02-15 09:45:25",38,"Germany","2006-02-15 09:44:00"
149,"Dundee",102,"2006-02-15 09:45:25",102,"United Kingdom","2006-02-15 09:44:00"
150,"Dzerzinsk",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
151,"Ede",67,"2006-02-15 09:45:25",67,"Netherlands","2006-02-15 09:44:00"
152,"Effon-Alaiye",69,"2006-02-15 09:45:25",69,"Nigeria","2006-02-15 09:44:00"
153,"El Alto",14,"2006-02-15 09:45:25",14,"Bolivia","2006-02-15 09:44:00"
154,"El Fuerte",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
155,"El Monte",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
156,"Elista",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
157,"Emeishan",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
158,"Emmen",67,"2006-02-15 09:45:25",67,"Netherlands","2006-02-15 09:44:00"
159,"Enshi",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
160,"Erlangen",38,"2006-02-15 09:45:25",38,"Germany","2006-02-15 09:44:00"
161,"Escobar",6,"2006-02-15 09:45:25",6,"Argentina","2006-02-15 09:44:00"
162,"Esfahan",46,"2006-02-15 09:45:25",46,"Iran","2006-02-15 09:44:00"
163,"Eskisehir",97,"2006-02-15 09:45:25",97,"Turkey","2006-02-15 09:44:00"
164,"Etawah",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
165,"Ezeiza",6,"2006-02-15 09:45:25",6,"Argentina","2006-02-15 09:44:00"
166,"Ezhou",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
167,"Faaa",36,"2006-02-15 09:45:25",36,"French Polynesia","2006-02-15 09:44:00"
168,"Fengshan",92,"2006-02-15 09:45:25",92,"Taiwan","2006-02-15 09:44:00"
169,"Firozabad",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
170,"Florencia",24,"2006-02-15 09:45:25",24,"Colombia","2006-02-15 09:44:00"
171,"Fontana",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
172,"Fukuyama",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
173,"Funafuti",99,"2006-02-15 09:45:25",99,"Tuvalu","2006-02-15 09:44:00"
174,"Fuyu",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
175,"Fuzhou",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
176,"Gandhinagar",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
177,"Garden Grove",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
178,"Garland",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
179,"Gatineau",20,"2006-02-15 09:45:25",20,"Canada","2006-02-15 09:44:00"
180,"Gaziantep",97,"2006-02-15 09:45:25",97,"Turkey","2006-02-15 09:44:00"
181,"Gijn",87,"2006-02-15 09:45:25",87,"Spain","2006-02-15 09:44:00"
182,"Gingoog",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
183,"Goinia",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
184,"Gorontalo",45,"2006-02-15 09:45:25",45,"Indonesia","2006-02-15 09:44:00"
185,"Grand Prairie",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
186,"Graz",9,"2006-02-15 09:45:25",9,"Austria","2006-02-15 09:44:00"
187,"Greensboro",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
188,"Guadalajara",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
189,"Guaruj",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
190,"guas Lindas de Gois",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
191,"Gulbarga",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
192,"Hagonoy",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
193,"Haining",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
194,"Haiphong",105,"2006-02-15 09:45:25",105,"Vietnam","2006-02-15 09:44:00"
195,"Haldia",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
196,"Halifax",20,"2006-02-15 09:45:25",20,"Canada","2006-02-15 09:44:00"
197,"Halisahar",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
198,"Halle/Saale",38,"2006-02-15 09:45:25",38,"Germany","2006-02-15 09:44:00"
199,"Hami",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
200,"Hamilton",68,"2006-02-15 09:45:25",68,"New Zealand","2006-02-15 09:44:00"
201,"Hanoi",105,"2006-02-15 09:45:25",105,"Vietnam","2006-02-15 09:44:00"
202,"Hidalgo",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
203,"Higashiosaka",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
204,"Hino",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
205,"Hiroshima",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
206,"Hodeida",107,"2006-02-15 09:45:25",107,"Yemen","2006-02-15 09:44:00"
207,"Hohhot",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
208,"Hoshiarpur",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
209,"Hsichuh",92,"2006-02-15 09:45:25",92,"Taiwan","2006-02-15 09:44:00"
210,"Huaian",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
211,"Hubli-Dharwad",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
212,"Huejutla de Reyes",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
213,"Huixquilucan",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
214,"Hunuco",74,"2006-02-15 09:45:25",74,"Peru","2006-02-15 09:44:00"
215,"Ibirit",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
216,"Idfu",29,"2006-02-15 09:45:25",29,"Egypt","2006-02-15 09:44:00"
217,"Ife",69,"2006-02-15 09:45:25",69,"Nigeria","2006-02-15 09:44:00"
218,"Ikerre",69,"2006-02-15 09:45:25",69,"Nigeria","2006-02-15 09:44:00"
219,"Iligan",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
220,"Ilorin",69,"2006-02-15 09:45:25",69,"Nigeria","2006-02-15 09:44:00"
221,"Imus",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
222,"Inegl",97,"2006-02-15 09:45:25",97,"Turkey","2006-02-15 09:44:00"
223,"Ipoh",59,"2006-02-15 09:45:25",59,"Malaysia","2006-02-15 09:44:00"
224,"Isesaki",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
225,"Ivanovo",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
226,"Iwaki",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
227,"Iwakuni",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
228,"Iwatsuki",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
229,"Izumisano",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
230,"Jaffna",88,"2006-02-15 09:45:25",88,"Sri Lanka","2006-02-15 09:44:00"
231,"Jaipur",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
232,"Jakarta",45,"2006-02-15 09:45:25",45,"Indonesia","2006-02-15 09:44:00"
233,"Jalib al-Shuyukh",53,"2006-02-15 09:45:25",53,"Kuwait","2006-02-15 09:44:00"
234,"Jamalpur",12,"2006-02-15 09:45:25",12,"Bangladesh","2006-02-15 09:44:00"
235,"Jaroslavl",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
236,"Jastrzebie-Zdrj",76,"2006-02-15 09:45:25",76,"Poland","2006-02-15 09:44:00"
237,"Jedda",82,"2006-02-15 09:45:25",82,"Saudi Arabia","2006-02-15 09:44:00"
238,"Jelets",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
239,"Jhansi",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
240,"Jinchang",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
241,"Jining",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
242,"Jinzhou",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
243,"Jodhpur",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
244,"Johannesburg",85,"2006-02-15 09:45:25",85,"South Africa","2006-02-15 09:44:00"
245,"Joliet",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
246,"Jos Azueta",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
247,"Juazeiro do Norte",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
248,"Juiz de Fora",15,"2006-02-15 09:45:25",15,"Brazil","2006-02-15 09:44:00"
249,"Junan",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
250,"Jurez",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
251,"Kabul",1,"2006-02-15 09:45:25",1,"Afghanistan","2006-02-15 09:44:00"
252,"Kaduna",69,"2006-02-15 09:45:25",69,"Nigeria","2006-02-15 09:44:00"
253,"Kakamigahara",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
254,"Kaliningrad",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
255,"Kalisz",76,"2006-02-15 09:45:25",76,"Poland","2006-02-15 09:44:00"
256,"Kamakura",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
257,"Kamarhati",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
258,"Kamjanets-Podilskyi",100,"2006-02-15 09:45:25",100,"Ukraine","2006-02-15 09:44:00"
259,"Kamyin",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
260,"Kanazawa",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
261,"Kanchrapara",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
262,"Kansas City",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
263,"Karnal",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
264,"Katihar",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
265,"Kermanshah",46,"2006-02-15 09:45:25",46,"Iran","2006-02-15 09:44:00"
266,"Kilis",97,"2006-02-15 09:45:25",97,"Turkey","2006-02-15 09:44:00"
267,"Kimberley",85,"2006-02-15 09:45:25",85,"South Africa","2006-02-15 09:44:00"
268,"Kimchon",86,"2006-02-15 09:45:25",86,"South Korea","2006-02-15 09:44:00"
269,"Kingstown",81,"2006-02-15 09:45:25",81,"Saint Vincent and the Grenadines","2006-02-15 09:44:00"
270,"Kirovo-Tepetsk",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
271,"Kisumu",52,"2006-02-15 09:45:25",52,"Kenya","2006-02-15 09:44:00"
272,"Kitwe",109,"2006-02-15 09:45:25",109,"Zambia","2006-02-15 09:44:00"
273,"Klerksdorp",85,"2006-02-15 09:45:25",85,"South Africa","2006-02-15 09:44:00"
274,"Kolpino",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
275,"Konotop",100,"2006-02-15 09:45:25",100,"Ukraine","2006-02-15 09:44:00"
276,"Koriyama",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
277,"Korla",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
278,"Korolev",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
279,"Kowloon and New Kowloon",42,"2006-02-15 09:45:25",42,"Hong Kong","2006-02-15 09:44:00"
280,"Kragujevac",108,"2006-02-15 09:45:25",108,"Yugoslavia","2006-02-15 09:44:00"
281,"Ktahya",97,"2006-02-15 09:45:25",97,"Turkey","2006-02-15 09:44:00"
282,"Kuching",59,"2006-02-15 09:45:25",59,"Malaysia","2006-02-15 09:44:00"
283,"Kumbakonam",44,"2006-02-15 09:45:25",44,"India","2006-02-15 09:44:00"
284,"Kurashiki",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
285,"Kurgan",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
286,"Kursk",80,"2006-02-15 09:45:25",80,"Russian Federation","2006-02-15 09:44:00"
287,"Kuwana",50,"2006-02-15 09:45:25",50,"Japan","2006-02-15 09:44:00"
288,"La Paz",60,"2006-02-15 09:45:25",60,"Mexico","2006-02-15 09:44:00"
289,"La Plata",6,"2006-02-15 09:45:25",6,"Argentina","2006-02-15 09:44:00"
290,"La Romana",27,"2006-02-15 09:45:25",27,"Dominican Republic","2006-02-15 09:44:00"
291,"Laiwu",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
292,"Lancaster",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
293,"Laohekou",23,"2006-02-15 09:45:25",23,"China","2006-02-15 09:44:00"
294,"Lapu-Lapu",75,"2006-02-15 09:45:25",75,"Philippines","2006-02-15 09:44:00"
295,"Laredo",103,"2006-02-15 09:45:25",103,"United States","2006-02-15 09:44:00"
